soc,title,linguistic,logical,spatial,kinesthetic,musical,interpersonal,intrapersonal,naturalistic,linguistic_z,logical_z,spatial_z,kinesthetic_z,musical_z,interpersonal_z,intrapersonal_z,naturalistic_z,linguistic_pct,logical_pct,spatial_pct,kinesthetic_pct,musical_pct,interpersonal_pct,intrapersonal_pct,naturalistic_pct
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",19.64,12.73,9.84,4.7,7.1,18.02,16.47,11.52,0.264,-0.667,-0.743,-0.531,0.068,1.048,0.746,-0.259,60.9,27.5,28.3,40.4,58.7,81.4,77.0,42.8
25-9043.00,"Teaching Assistants, Special Education",20.81,11.91,9.42,3.7,8.8,16.17,18.57,10.62,0.562,-0.964,-0.913,-0.722,0.561,0.51,1.492,-0.725,72.0,15.2,21.7,34.6,73.2,67.1,92.8,23.8
51-2092.00,Team Assemblers,16.23,13.32,13.51,12.05,7.77,13.44,11.22,12.46,-0.603,-0.453,0.743,0.871,0.262,-0.284,-1.119,0.227,30.1,38.0,74.6,74.2,64.9,44.4,15.0,65.3
27-3042.00,Technical Writers,30.04,15.7,10.82,2.07,3.21,12.74,15.29,10.14,2.909,0.411,-0.346,-1.033,-1.058,-0.487,0.327,-0.973,99.8,70.9,42.1,20.1,13.1,37.6,64.0,15.1
15-1241.01,Telecommunications Engineering Specialists,18.75,16.5,12.44,5.8,7.96,13.53,14.44,10.57,0.038,0.701,0.31,-0.321,0.317,-0.258,0.025,-0.75,51.2,77.9,62.2,46.9,66.3,45.1,54.1,22.6
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",14.83,13.19,13.55,12.18,9.82,12.51,12.15,11.77,-0.959,-0.5,0.759,0.896,0.856,-0.554,-0.789,-0.13,20.4,35.5,75.2,75.3,79.8,35.7,26.2,49.3
49-9052.00,Telecommunications Line Installers and Repairers,16.35,12.51,13.49,12.98,8.5,14.15,10.9,11.12,-0.572,-0.746,0.735,1.049,0.474,-0.077,-1.233,-0.466,31.1,25.2,74.4,79.1,70.7,50.9,10.1,33.9
41-9041.00,Telemarketers,31.17,12.13,6.37,1.62,5.92,23.16,12.09,7.53,3.197,-0.884,-2.148,-1.119,-0.274,2.542,-0.81,-2.322,99.9,18.7,0.1,14.3,46.9,99.9,25.3,0.1
43-2021.00,Telephone Operators,26.3,12.19,7.68,3.89,8.8,20.91,11.63,8.59,1.958,-0.862,-1.618,-0.686,0.561,1.888,-0.974,-1.774,97.1,19.4,2.7,36.2,73.2,97.8,19.4,1.3
43-3071.00,Tellers,21.37,16.45,10.21,5.49,4.87,16.11,14.29,11.21,0.704,0.683,-0.593,-0.381,-0.578,0.492,-0.028,-0.42,76.6,77.6,34.0,44.7,34.2,66.7,52.5,35.7
47-2053.00,Terrazzo Workers and Finishers,11.32,12.3,16.6,16.87,9.43,10.76,9.78,12.93,-1.851,-0.822,1.995,1.791,0.743,-1.063,-1.631,0.47,1.1,21.4,97.4,96.5,77.7,16.2,1.6,73.5
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14.22,12.19,14.21,15.24,9.2,9.94,10.75,14.25,-1.114,-0.862,1.027,1.48,0.676,-1.301,-1.286,1.152,15.7,19.4,83.9,90.5,76.1,8.6,8.4,88.6
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",12.58,12.04,14.02,15.55,13.95,8.6,10.97,12.28,-1.531,-0.917,0.95,1.539,2.052,-1.691,-1.208,0.134,4.4,17.2,81.7,91.5,97.4,1.7,11.2,60.9
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14.91,10.25,13.52,16.53,13.17,8.38,10.57,12.66,-0.938,-1.566,0.747,1.726,1.826,-1.755,-1.35,0.33,21.3,1.9,74.8,95.3,95.0,1.3,6.4,69.7
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",11.49,11.07,13.65,16.81,13.12,9.89,10.94,13.04,-1.808,-1.269,0.8,1.78,1.812,-1.316,-1.219,0.526,1.7,6.2,76.2,96.4,94.7,7.9,10.6,75.6
47-2044.00,Tile and Stone Setters,14.09,14.19,16.5,14.58,6.0,11.71,10.99,11.95,-1.147,-0.137,1.954,1.354,-0.25,-0.787,-1.201,-0.037,14.3,51.8,97.3,87.6,47.8,27.2,11.4,54.0
51-2061.00,Timing Device Assemblers and Adjusters,13.82,13.43,15.15,14.46,9.99,10.06,10.74,12.35,-1.216,-0.413,1.407,1.331,0.905,-1.267,-1.29,0.17,12.5,39.9,91.4,87.0,80.6,9.5,8.3,63.0
51-9197.00,Tire Builders,12.72,10.38,13.13,19.04,13.22,9.27,10.59,11.65,-1.495,-1.519,0.589,2.205,1.841,-1.496,-1.343,-0.192,5.3,2.3,70.5,99.4,95.2,3.9,6.6,46.1
49-3093.00,Tire Repairers and Changers,14.06,12.45,12.65,17.12,9.13,13.36,10.49,10.74,-1.155,-0.768,0.395,1.839,0.656,-0.307,-1.379,-0.663,14.1,24.2,64.1,97.2,75.8,43.7,5.4,26.1
23-2093.00,"Title Examiners, Abstractors, and Searchers",26.93,15.42,9.52,1.55,3.47,14.38,16.39,12.34,2.118,0.309,-0.873,-1.132,-0.983,-0.011,0.718,0.165,97.9,68.7,23.2,12.2,16.2,52.5,76.1,62.9
51-4194.00,"Tool Grinders, Filers, and Sharpeners",12.49,13.3,14.47,15.17,12.41,8.88,11.21,12.08,-1.554,-0.46,1.132,1.467,1.606,-1.61,-1.123,0.03,3.8,37.6,86.5,90.2,92.6,2.8,14.9,56.9
51-4111.00,Tool and Die Makers,15.25,15.39,15.97,12.83,6.35,8.85,12.8,12.56,-0.852,0.298,1.739,1.02,-0.149,-1.618,-0.558,0.278,23.4,67.9,95.2,78.3,51.3,2.5,34.0,67.4
39-7011.00,Tour Guides and Escorts,25.09,10.6,9.63,2.88,5.9,20.03,14.26,11.62,1.65,-1.439,-0.828,-0.879,-0.279,1.632,-0.039,-0.208,94.4,3.6,24.9,27.9,46.8,93.8,51.5,45.2
53-6041.00,Traffic Technicians,18.68,17.07,12.73,5.68,6.67,14.16,12.74,12.27,0.02,0.907,0.427,-0.344,-0.056,-0.075,-0.579,0.128,50.8,82.4,64.8,45.7,54.3,51.1,33.2,60.4
11-3131.00,Training and Development Managers,21.5,14.38,9.37,1.61,3.03,20.1,19.94,10.08,0.737,-0.068,-0.933,-1.121,-1.111,1.652,1.979,-1.004,77.5,54.9,20.7,14.0,10.2,94.4,96.6,13.8
13-1151.00,Training and Development Specialists,21.44,13.57,9.21,1.73,4.24,20.17,20.32,9.34,0.722,-0.362,-0.998,-1.098,-0.76,1.673,2.114,-1.386,77.3,42.6,17.9,16.6,26.2,95.3,97.5,6.0
33-3052.00,Transit and Railroad Police,16.41,11.98,10.71,9.48,9.54,16.2,14.77,10.92,-0.557,-0.939,-0.391,0.381,0.775,0.519,0.142,-0.569,31.8,16.4,40.0,64.5,78.5,67.2,57.4,29.8
17-2051.01,Transportation Engineers,19.47,20.37,15.67,1.54,3.85,13.47,13.14,12.5,0.221,2.104,1.618,-1.134,-0.873,-0.275,-0.437,0.247,59.1,96.4,94.1,12.0,21.9,44.6,38.1,66.0
53-6051.00,Transportation Inspectors,20.15,15.69,12.14,5.69,6.81,13.77,13.12,12.64,0.394,0.407,0.188,-0.342,-0.016,-0.188,-0.444,0.32,66.6,70.8,58.6,46.0,56.2,47.4,37.9,69.2
19-3099.01,Transportation Planners,20.7,18.54,12.99,1.64,3.39,13.54,15.7,13.51,0.534,1.441,0.533,-1.115,-1.006,-0.255,0.473,0.769,71.1,89.6,68.9,14.7,14.8,45.2,69.2,82.0
33-9093.00,Transportation Security Screeners,15.84,11.95,12.49,10.26,10.2,13.72,12.96,12.58,-0.702,-0.949,0.33,0.53,0.966,-0.202,-0.501,0.289,28.3,15.9,62.9,67.0,82.0,47.0,36.1,67.9
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",16.17,12.21,13.37,11.12,12.9,10.71,11.01,12.51,-0.618,-0.855,0.687,0.694,1.748,-1.078,-1.194,0.252,30.0,19.7,72.5,70.4,94.1,15.4,11.6,66.3
11-3071.00,"Transportation, Storage, and Distribution Managers",19.47,16.08,9.91,2.54,5.03,18.1,16.42,12.46,0.221,0.548,-0.715,-0.944,-0.531,1.071,0.728,0.227,59.1,73.7,29.9,24.2,36.4,82.7,76.3,65.3
41-3041.00,Travel Agents,24.08,13.94,9.04,2.41,5.43,19.48,13.52,12.1,1.394,-0.228,-1.067,-0.968,-0.416,1.472,-0.302,0.04,91.3,47.9,14.9,23.2,42.3,91.6,42.4,57.3
39-7012.00,Travel Guides,21.02,12.57,10.67,5.01,6.69,19.43,13.71,10.9,0.615,-0.725,-0.407,-0.472,-0.051,1.458,-0.235,-0.58,73.9,25.5,39.4,42.4,54.5,91.2,44.5,29.3
11-3031.01,Treasurers and Controllers,21.73,21.0,9.67,1.46,2.02,14.21,18.4,11.51,0.796,2.333,-0.812,-1.15,-1.403,-0.06,1.432,-0.265,79.3,97.7,25.7,9.7,3.4,51.5,91.9,42.6
37-3013.00,Tree Trimmers and Pruners,12.62,10.7,13.35,18.3,11.82,12.5,10.45,10.26,-1.521,-1.403,0.678,2.064,1.435,-0.557,-1.393,-0.911,4.8,4.4,72.1,98.8,89.5,35.6,4.8,17.4
25-3041.00,Tutors,23.37,14.75,7.98,1.26,5.05,18.74,18.75,10.09,1.213,0.066,-1.496,-1.188,-0.526,1.257,1.556,-0.999,88.5,60.2,4.3,6.5,37.0,87.7,93.3,14.1
27-2023.00,"Umpires, Referees, and Other Sports Officials",18.21,12.28,12.81,6.79,8.65,13.2,15.21,12.86,-0.099,-0.83,0.46,-0.132,0.517,-0.354,0.298,0.433,46.8,20.9,66.3,51.7,72.3,42.5,62.6,72.8
51-6093.00,Upholsterers,12.77,11.49,16.97,15.28,7.63,10.45,12.81,12.6,-1.483,-1.116,2.144,1.488,0.222,-1.153,-0.554,0.299,5.6,9.7,98.2,90.7,63.8,12.6,34.3,68.3
19-3051.00,Urban and Regional Planners,22.38,17.28,11.7,1.65,2.92,15.36,14.27,14.44,0.961,0.984,0.01,-1.113,-1.142,0.274,-0.036,1.25,83.8,83.7,52.9,15.0,8.6,60.4,51.7,89.4
29-1229.03,Urologists,18.34,15.26,9.55,6.25,4.49,15.69,15.22,15.19,-0.066,0.251,-0.86,-0.236,-0.688,0.37,0.302,1.638,47.9,66.7,23.7,49.4,29.6,62.8,63.0,93.1
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",19.14,11.4,10.8,6.92,9.01,19.52,12.52,10.68,0.137,-1.149,-0.354,-0.108,0.621,1.484,-0.657,-0.694,55.6,8.8,41.7,52.6,75.3,91.9,30.5,24.9
17-2112.02,Validation Engineers,20.09,18.72,11.47,2.56,5.03,13.27,15.15,13.7,0.379,1.506,-0.083,-0.94,-0.531,-0.333,0.277,0.868,65.8,90.7,50.2,24.4,36.4,43.5,61.5,83.4
29-1131.00,Veterinarians,18.22,15.4,9.73,6.69,5.23,14.87,14.78,15.09,-0.097,0.302,-0.788,-0.152,-0.473,0.132,0.146,1.586,46.9,68.2,27.1,51.2,39.6,56.6,57.6,92.7
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,17.57,13.53,10.09,9.94,7.46,15.05,12.91,13.46,-0.262,-0.376,-0.642,0.469,0.172,0.184,-0.519,0.743,39.6,42.1,32.2,66.3,62.2,57.8,35.8,80.6
29-2056.00,Veterinary Technologists and Technicians,16.7,14.6,10.68,8.59,9.37,13.17,13.0,13.89,-0.483,0.012,-0.403,0.211,0.726,-0.362,-0.487,0.966,33.6,57.9,39.7,61.1,77.2,42.4,36.8,85.2
15-1255.01,Video Game Designers,19.18,16.87,16.31,3.49,4.97,12.76,15.53,10.89,0.147,0.835,1.877,-0.762,-0.549,-0.482,0.412,-0.585,56.3,81.1,96.4,32.7,35.5,38.0,67.0,29.0
35-3031.00,Waiters and Waitresses,19.14,11.02,9.44,11.27,9.14,16.96,12.99,10.04,0.137,-1.287,-0.905,0.722,0.659,0.74,-0.49,-1.024,55.6,5.7,21.9,70.8,76.0,74.3,36.5,13.4
49-9064.00,Watch and Clock Repairers,14.33,13.24,15.48,14.96,6.39,13.11,9.72,12.77,-1.086,-0.482,1.541,1.427,-0.137,-0.38,-1.652,0.387,16.7,36.4,93.0,89.1,51.7,41.7,1.3,71.7
11-9121.02,Water Resource Specialists,19.23,19.94,13.58,1.69,3.94,12.87,14.05,14.7,0.16,1.948,0.772,-1.106,-0.847,-0.45,-0.114,1.384,57.2,95.1,75.6,15.8,23.3,38.9,48.7,90.9
51-8031.00,Water and Wastewater Treatment Plant and System Operators,16.02,15.02,12.04,10.82,7.71,12.27,12.61,13.5,-0.656,0.164,0.148,0.637,0.245,-0.624,-0.625,0.764,29.2,64.3,57.4,69.0,64.5,33.4,31.5,81.7
17-2051.02,Water/Wastewater Engineers,18.87,20.33,15.09,1.62,3.73,12.32,14.26,13.77,0.069,2.09,1.383,-1.119,-0.908,-0.609,-0.039,0.904,52.2,96.2,90.9,14.3,20.9,34.0,51.5,83.8
47-4099.03,Weatherization Installers and Technicians,14.48,13.48,13.9,12.15,8.6,13.69,12.41,11.28,-1.048,-0.395,0.901,0.89,0.503,-0.211,-0.696,-0.383,18.1,40.9,79.9,74.9,72.0,46.6,29.4,37.7
15-1299.01,Web Administrators,21.86,18.07,12.43,3.08,3.07,14.01,16.15,11.34,0.829,1.27,0.306,-0.84,-1.099,-0.118,0.632,-0.352,80.3,87.8,62.1,29.8,11.0,49.9,74.4,39.0
15-1254.00,Web Developers,19.57,18.95,13.28,3.62,4.14,12.6,15.96,11.88,0.247,1.589,0.65,-0.737,-0.789,-0.528,0.565,-0.073,59.8,91.6,71.0,33.7,25.1,36.8,72.7,52.6
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",16.44,14.42,12.45,8.16,8.58,12.27,13.39,14.29,-0.549,-0.054,0.314,0.129,0.497,-0.624,-0.348,1.173,31.9,55.6,62.4,59.2,71.8,33.4,41.3,88.9
51-4121.00,"Welders, Cutters, Solderers, and Brazers",12.06,13.06,15.96,14.28,10.83,9.21,10.91,13.69,-1.663,-0.547,1.735,1.297,1.148,-1.514,-1.229,0.862,2.6,33.0,95.0,86.5,84.9,3.6,10.2,83.3
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",14.31,12.24,14.62,13.68,10.97,10.36,11.11,12.7,-1.091,-0.844,1.193,1.182,1.189,-1.179,-1.158,0.351,16.4,20.1,87.5,83.1,85.5,12.0,13.5,70.5
53-7073.00,Wellhead Pumpers,14.25,15.09,12.88,16.64,7.85,8.64,12.06,12.59,-1.106,0.189,0.488,1.747,0.285,-1.679,-0.821,0.294,15.9,65.1,67.7,95.9,65.7,1.9,24.6,68.1
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20.99,17.57,9.64,2.99,3.11,17.59,17.29,10.82,0.608,1.089,-0.824,-0.858,-1.087,0.923,1.037,-0.621,73.5,85.3,25.4,28.9,11.3,78.4,83.3,27.3
11-9199.10,Wind Energy Development Managers,20.83,16.84,11.89,1.91,4.96,15.78,16.0,11.79,0.567,0.824,0.087,-1.064,-0.552,0.396,0.579,-0.12,72.1,80.6,55.6,18.5,35.2,63.5,73.4,50.2
17-2199.10,Wind Energy Engineers,18.35,21.56,14.89,2.75,3.45,12.75,14.34,11.9,-0.064,2.536,1.302,-0.903,-0.989,-0.484,-0.011,-0.063,48.0,98.5,89.7,26.7,15.9,37.8,52.8,52.8
11-9199.09,Wind Energy Operations Managers,19.44,15.82,11.2,5.61,5.2,16.4,15.25,11.08,0.214,0.454,-0.192,-0.358,-0.482,0.577,0.313,-0.487,58.6,71.7,46.9,45.4,38.8,68.1,63.5,33.1
49-9081.00,Wind Turbine Service Technicians,14.46,14.62,12.91,13.65,10.56,10.47,12.32,11.01,-1.053,0.019,0.5,1.177,1.07,-1.147,-0.728,-0.523,17.9,58.2,68.2,82.8,83.7,12.9,28.4,31.4
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",13.35,11.56,14.65,16.13,13.18,7.75,11.11,12.27,-1.335,-1.091,1.205,1.65,1.829,-1.938,-1.158,0.128,8.4,10.7,87.6,94.2,95.1,0.3,13.5,60.4
43-9022.00,Word Processors and Typists,24.42,13.32,11.85,6.25,5.53,15.33,10.86,12.45,1.48,-0.453,0.071,-0.236,-0.387,0.266,-1.247,0.221,92.6,38.0,54.8,49.4,43.1,60.2,9.7,64.8
27-3043.00,Writers and Authors,29.85,13.18,10.03,2.22,3.4,16.74,15.58,9.0,2.861,-0.503,-0.666,-1.005,-1.003,0.676,0.43,-1.562,99.6,35.2,32.0,22.0,15.1,72.1,68.0,3.5
19-1023.00,Zoologists and Wildlife Biologists,20.34,15.43,9.27,4.4,6.4,13.23,13.83,17.1,0.442,0.313,-0.974,-0.589,-0.135,-0.345,-0.192,2.625,68.1,68.9,18.8,38.9,51.9,43.2,46.3,97.5
